source_act,amended_act,carrier_article,carrier_section,provision_type,mechanism,screening_confidence,intermediary_validated,matched_pattern,matched_keyword,evidence_text
32018R2067,,Article 17,VERIFICATION,article,reportar,low,0,\breport\b,report,"3. For the purposes of verifying the operator's baseline data report or new entrant data report, the verifier shall check whether the methodology for collecting and monitoring data defined in the monitoring methodology plan is applied in the correct way, including:"
32018R2067,,Article 17,VERIFICATION,article,ranking_rating,low,0,\bbenchmark\w*,benchmarks,whether activity levels for product benchmarks are based on a correct application of the product definitions listed in Annex I to Delegated Regulation (EU) .../...;
32018R2067,,Article 17,VERIFICATION,article,ranking_rating,low,0,\bbenchmark\w*,benchmark,"whether activity levels for the heat benchmark sub-installations, the district heating sub-installation, the fuel benchmark sub-installations and the process emissions sub-installations have been correctly attributed according to the products produced and pursuant to delegated acts adopted pursuant to Article 10b(5) of Directive 2003/87/EC."
32018R2067,,Article 21,VERIFICATION,article,reportar,low,0,\breport\b,report,"1. At one or more appropriate times during the verification process, the verifier shall conduct a site visit in order to assess the operation of measuring devices and monitoring systems, to conduct interviews, to carry out the activities required by this Chapter as well as to gather sufficient information and evidence enabling it to conclude whether the operator's or aircraft operator's report is free from material misstatements."
32018R2067,,Article 21,VERIFICATION,article,reportar,low,0,\breport\b,report,"3. For the purposes of verifying the operator's emission report, the verifier shall also use a site visit to assess the boundaries of the installation as well as the completeness of source streams and emission sources."
32018R2067,,Article 21,VERIFICATION,article,reportar,low,0,\breport\b,report,"4. For the purposes of verifying the operator's baseline data report or new entrant data report, the verifier shall also use a site visit to assess the boundaries of the installation and its sub-installations as well as the completeness of source streams, emission sources and technical connections."
32018R2067,,Article 21,VERIFICATION,article,reportar,low,0,\breport\b,report,"5. For the purposes of verifying the operator's emission report, baseline data report or new entrant data report, the verifier shall decide, based on the risk analysis, whether visits to additional locations are needed, including where relevant parts of data flow activities and control activities are carried out in other locations such as company headquarters and other off-site offices."
32018R2067,,Article 22,VERIFICATION,article,reportar,low,0,\breport\b,report,"3. If the operator or aircraft operator does not correct the misstatements or non-conformities communicated to them by the verifier in accordance with paragraph 1 before the verifier issues the verification report, the verifier shall request the operator or aircraft operator to explain the main causes of the non-conformity or misstatement in order to assess the impact of the non-conformities or misstatements on the reported data."
32018R2067,,Article 22,VERIFICATION,article,auditoria,high,0,verification (team|report|body),verification report,"3. If the operator or aircraft operator does not correct the misstatements or non-conformities communicated to them by the verifier in accordance with paragraph 1 before the verifier issues the verification report, the verifier shall request the operator or aircraft operator to explain the main causes of the non-conformity or misstatement in order to assess the impact of the non-conformities or misstatements on the reported data."
32018R2067,,Article 22,VERIFICATION,article,reportar,low,0,\breport\b,report,"If the operator or aircraft operator does not correct the non-compliance with Implementing Regulation (EU) 2018/2066 or Delegated Regulation (EU) .../... in accordance with paragraph 1 before the verifier issues the verification report, the verifier shall assess whether the uncorrected non-compliance has an impact on the reported data and whether this leads to material misstatement."
32018R2067,,Article 22,VERIFICATION,article,auditoria,high,0,verification (team|report|body),verification report,"If the operator or aircraft operator does not correct the non-compliance with Implementing Regulation (EU) 2018/2066 or Delegated Regulation (EU) .../... in accordance with paragraph 1 before the verifier issues the verification report, the verifier shall assess whether the uncorrected non-compliance has an impact on the reported data and whether this leads to material misstatement."
32018R2067,,Article 23,VERIFICATION,article,reportar,low,0,\breport\b,report,"4. For the purposes of verifying baseline data report or new entrant data reports, the materiality level shall be 5 % of the total reported value of the following:"
32018R2067,,Article 23,VERIFICATION,article,ranking_rating,low,0,\bbenchmark\w*,benchmark,the activity level of each relevant product benchmark sub-installation individually.
32018R2067,,Article 24,VERIFICATION,article,auditoria,low,0,\bassurance\b,assurance,assess whether the verification risk is at an acceptably low level to obtain reasonable assurance;
32018R2067,,Article 24,VERIFICATION,article,reportar,low,0,\breport\b,report,ensure that sufficient evidence has been gathered to be able to give a verification opinion with reasonable assurance that the report is free from material misstatements;
32018R2067,,Article 24,VERIFICATION,article,auditoria,low,0,\bassurance\b,assurance,ensure that sufficient evidence has been gathered to be able to give a verification opinion with reasonable assurance that the report is free from material misstatements;
32018R2067,,Article 24,VERIFICATION,article,reportar,low,0,\breport\b,report,ensure that the verification process is fully documented in the internal verification documentation and that a final judgment in the verification report can be given.
32018R2067,,Article 24,VERIFICATION,article,auditoria,high,0,verification (team|report|body),verification report,ensure that the verification process is fully documented in the internal verification documentation and that a final judgment in the verification report can be given.
32018R2067,,Article 25,VERIFICATION,article,reportar,low,0,\breport\b,report,1. The verifier shall submit the internal verification documentation and the verification report to an independent reviewer prior to the issuance of the verification report.
32018R2067,,Article 25,VERIFICATION,article,auditoria,high,0,verification (team|report|body),verification report,1. The verifier shall submit the internal verification documentation and the verification report to an independent reviewer prior to the issuance of the verification report.
32018R2067,,Article 25,VERIFICATION,article,reportar,low,0,\breport\b,report,The independent reviewer shall also assess whether the evidence gathered is sufficient to enable the verifier to issue a verification report with reasonable assurance.
32018R2067,,Article 25,VERIFICATION,article,auditoria,high,0,verification (team|report|body),verification report,The independent reviewer shall also assess whether the evidence gathered is sufficient to enable the verifier to issue a verification report with reasonable assurance.
32018R2067,,Article 25,VERIFICATION,article,reportar,low,0,\breport\b,report,"4. Where circumstances occur which may cause changes in the verification report after the review, the independent reviewer shall also review those changes and the evidence thereof."
32018R2067,,Article 25,VERIFICATION,article,auditoria,high,0,verification (team|report|body),verification report,"4. Where circumstances occur which may cause changes in the verification report after the review, the independent reviewer shall also review those changes and the evidence thereof."
32018R2067,,Article 25,VERIFICATION,article,reportar,low,0,\breport\b,report,5. The verifier shall properly authorise a person to authenticate the verification report based upon the conclusions of the independent reviewer and the evidence in the internal verification documentation.
32018R2067,,Article 25,VERIFICATION,article,auditoria,high,0,verification (team|report|body),verification report,5. The verifier shall properly authorise a person to authenticate the verification report based upon the conclusions of the independent reviewer and the evidence in the internal verification documentation.
32018R2067,,Article 26,VERIFICATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,2. The internal verification documentation referred to in paragraph 1 shall be drafted in such a manner that the independent reviewer referred to in Article 25 and the national accreditation body can assess whether the verification has been performed in accordance with this Regulation.
32018R2067,,Article 26,VERIFICATION,article,reportar,low,0,\breport\b,report,"After authentication of the verification report pursuant to Article 25(5), the verifier shall include results of the independent review in the internal verification documentation."
32018R2067,,Article 26,VERIFICATION,article,auditoria,high,0,verification (team|report|body),verification report,"After authentication of the verification report pursuant to Article 25(5), the verifier shall include results of the independent review in the internal verification documentation."
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,Verification report
32018R2067,,Article 27,VERIFICATION,article,auditoria,high,1,verification (team|report|body),Verification report,Verification report
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,"1. Based on the information collected during the verification, the verifier shall issue a verification report to the operator or aircraft operator on each emission report, tonne-kilometre report, baseline data report or new entrant data report that was subject to verification. The verification report shall include at least one of the following findings:"
32018R2067,,Article 27,VERIFICATION,article,auditoria,high,1,verification (team|report|body),verification report,"1. Based on the information collected during the verification, the verifier shall issue a verification report to the operator or aircraft operator on each emission report, tonne-kilometre report, baseline data report or new entrant data report that was subject to verification. The verification report shall include at least one of the following findings:"
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,the report is verified as satisfactory;
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,the operator's or aircraft operator's report contains material misstatements that were not corrected before issuing the verification report;
32018R2067,,Article 27,VERIFICATION,article,auditoria,high,1,verification (team|report|body),verification report,the operator's or aircraft operator's report contains material misstatements that were not corrected before issuing the verification report;
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,the scope of verification is too limited pursuant to Article 28 and the verifier could not obtain sufficient evidence to issue a verification opinion with reasonable assurance that the report is free from material misstatements;
32018R2067,,Article 27,VERIFICATION,article,auditoria,low,1,\bassurance\b,assurance,the scope of verification is too limited pursuant to Article 28 and the verifier could not obtain sufficient evidence to issue a verification opinion with reasonable assurance that the report is free from material misstatements;
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,"non-conformities, individually or combined with other non-conformities, provide insufficient clarity and prevent the verifier from stating with reasonable assurance that the operator's or aircraft operator's report is free from material misstatements;"
32018R2067,,Article 27,VERIFICATION,article,auditoria,low,1,\bassurance\b,assurance,"non-conformities, individually or combined with other non-conformities, provide insufficient clarity and prevent the verifier from stating with reasonable assurance that the operator's or aircraft operator's report is free from material misstatements;"
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,"where the monitoring methodology plan is not subject to the approval of the competent authority, non-compliance with Delegated Regulation (EU) .../... provide insufficient clarity and prevent the verifier from stating with reasonable assurance that the baseline data report or new entrant data report is free from material misstatements."
32018R2067,,Article 27,VERIFICATION,article,auditoria,low,1,\bassurance\b,assurance,"where the monitoring methodology plan is not subject to the approval of the competent authority, non-compliance with Delegated Regulation (EU) .../... provide insufficient clarity and prevent the verifier from stating with reasonable assurance that the baseline data report or new entrant data report is free from material misstatements."
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,"For the purposes of point (a) of the first subparagraph, the operator's or aircraft operator's report may be verified as satisfactory only where the operator's or aircraft operator's report is free from material misstatements."
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,2. The operator or aircraft operator shall submit the verification report to the competent authority together with the operator's or aircraft operator's report concerned.
32018R2067,,Article 27,VERIFICATION,article,auditoria,high,1,verification (team|report|body),verification report,2. The operator or aircraft operator shall submit the verification report to the competent authority together with the operator's or aircraft operator's report concerned.
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,3. The verification report shall at least contain the following elements:
32018R2067,,Article 27,VERIFICATION,article,auditoria,high,1,verification (team|report|body),verification report,3. The verification report shall at least contain the following elements:
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,a reference to the operator's or aircraft operator's report that has been verified;
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,"the criteria used to verify the operator's or aircraft operator's report, including the permit, where applicable, and versions of the monitoring plan approved by the competent authority or monitoring methodology plan, as appropriate, as well as the period of validity for each plan;"
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,"in the case of verification of the baseline report required for allocation for the period 2021-2025, and the competent authority has not required the monitoring methodology plan to be approved, confirmation that the verifier has checked the monitoring methodology plan and that this plan is compliant with Delegated Regulation (EU) .../...;"
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,"where it concerns the verification of the operator's or aircraft operator's emission report, aggregated emissions or tonne-kilometres per activity referred to in Annex I to Directive 2003/87/EC and per installation or aircraft operator;"
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,"where it concerns the verification of the baseline data report or new entrant data report, aggregated annual verified data for each year in the baseline period for each sub-installation for the annual activity level and the emissions attributed to the sub-installation;"
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,a description of any identified misstatements and non-conformities that were not corrected before the issuance of the verification report;
32018R2067,,Article 27,VERIFICATION,article,auditoria,high,1,verification (team|report|body),verification report,a description of any identified misstatements and non-conformities that were not corrected before the issuance of the verification report;
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,"the names of the EU ETS lead auditor, the independent reviewer and, where applicable, the EU ETS auditor and the technical expert that were involved in the verification of the operator's or aircraft operator's report;"
32018R2067,,Article 27,VERIFICATION,article,auditoria,high,1,(EU ETS )?(lead )?auditor,EU ETS lead auditor,"the names of the EU ETS lead auditor, the independent reviewer and, where applicable, the EU ETS auditor and the technical expert that were involved in the verification of the operator's or aircraft operator's report;"
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,"4. The verifier shall describe the misstatements, non-conformities and non-compliance with Implementing Regulation (EU) 2018/2066 or Delegated Regulation (EU) .../..., in sufficient detail in the verification report to allow the operator or aircraft operator as well as the competent authority to understand the following:"
32018R2067,,Article 27,VERIFICATION,article,auditoria,high,1,verification (team|report|body),verification report,"4. The verifier shall describe the misstatements, non-conformities and non-compliance with Implementing Regulation (EU) 2018/2066 or Delegated Regulation (EU) .../..., in sufficient detail in the verification report to allow the operator or aircraft operator as well as the competent authority to understand the following:"
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,"to which element of the operator's or aircraft operator's report the misstatement refers, or to what element of the monitoring plan or the monitoring methodology plan the non-conformity refers;"
32018R2067,,Article 27,VERIFICATION,article,reportar,low,1,\breport\b,report,"5. For the purposes of verifying emission reports or tonne-kilometre reports, if a Member State requires the verifier to submit information on the verification process in addition to the elements described in paragraph 3 and that information is not necessary to understand the verification opinion, the operator or aircraft operator may, for efficiency reasons, submit that additional information to the competent authority separately from the verification report at an alternative date, but no later"
32018R2067,,Article 27,VERIFICATION,article,auditoria,high,1,verification (team|report|body),verification report,"5. For the purposes of verifying emission reports or tonne-kilometre reports, if a Member State requires the verifier to submit information on the verification process in addition to the elements described in paragraph 3 and that information is not necessary to understand the verification opinion, the operator or aircraft operator may, for efficiency reasons, submit that additional information to the competent authority separately from the verification report at an alternative date, but no later"
32018R2067,,Article 28,VERIFICATION,article,auditoria,low,0,\bassurance\b,assurance,data are missing that prevent a verifier from obtaining the evidence required to reduce the verification risk to the level needed to obtain reasonable level of assurance;
32018R2067,,Article 28,VERIFICATION,article,reportar,low,0,\breport\b,report,where Delegated Regulation (EU) .../... or the Member State required approval of the monitoring methodology plan by the competent authority prior to submission of the baseline data report and that plan has not been approved by the competent authority before the start of verification.
32018R2067,,Article 29,VERIFICATION,article,reportar,low,0,\breport\b,report,"1. The verifier shall assess whether the operator or aircraft operator has corrected the non-conformities indicated in the verification report related to the previous monitoring period according to the requirements on the operator referred to in Article 69(4) of Implementing Regulation (EU) 2018/2066, where relevant."
32018R2067,,Article 29,VERIFICATION,article,auditoria,high,0,verification (team|report|body),verification report,"1. The verifier shall assess whether the operator or aircraft operator has corrected the non-conformities indicated in the verification report related to the previous monitoring period according to the requirements on the operator referred to in Article 69(4) of Implementing Regulation (EU) 2018/2066, where relevant."
32018R2067,,Article 29,VERIFICATION,article,reportar,low,0,\bshall report\b,shall report,The verifier shall report in the verification report whether those non-conformities have been resolved by the operator or aircraft operator.
32018R2067,,Article 29,VERIFICATION,article,auditoria,high,0,verification (team|report|body),verification report,The verifier shall report in the verification report whether those non-conformities have been resolved by the operator or aircraft operator.
32018R2067,,Article 30,VERIFICATION,article,reportar,low,0,\breport\b,report,"1. Where the verifier has identified areas for improvement in the operator's or aircraft operator's performance related to points (a) to (e) of this paragraph, it shall include in the verification report recommendations for improvement related to the operator's or aircraft operator's performance on those points:"
32018R2067,,Article 30,VERIFICATION,article,auditoria,high,0,verification (team|report|body),verification report,"1. Where the verifier has identified areas for improvement in the operator's or aircraft operator's performance related to points (a) to (e) of this paragraph, it shall include in the verification report recommendations for improvement related to the operator's or aircraft operator's performance on those points:"
32018R2067,,Article 30,VERIFICATION,article,reportar,low,0,\breport\b,report,"2. During verification following a year in which recommendations for improvement were made in a verification report, the verifier shall check whether the operator or aircraft operator has implemented those recommendations for improvement and the manner in which this has been done."
32018R2067,,Article 30,VERIFICATION,article,auditoria,high,0,verification (team|report|body),verification report,"2. During verification following a year in which recommendations for improvement were made in a verification report, the verifier shall check whether the operator or aircraft operator has implemented those recommendations for improvement and the manner in which this has been done."
32018R2067,,Article 31,VERIFICATION,article,reportar,low,0,\breport\b,report,when an operator's emission report is verified for the first time by the verifier;
32018R2067,,Article 31,VERIFICATION,article,reportar,low,0,\breport\b,report,if an operator's baseline data report or new entrant data report is verified.
32018R2067,,Article 32,VERIFICATION,article,auditoria,low,0,\bassurance\b,assurance,"there is a high level of centralisation of data collected from that site and transmitted directly to another location where all the data is processed, managed and stored with good quality assurance;"
32018R2067,,Article 35,REQUIREMENTS FOR VERIFIERS,article,certificacao,low,0,\baccreditation\b,accreditation,Sectoral scopes of accreditation
32018R2067,,Article 35,REQUIREMENTS FOR VERIFIERS,article,reportar,low,0,\breport\b,report,The verifier shall only issue a verification report to an operator or aircraft operator that performs an activity that is covered by the scope of the activity referred to in Annex I for which the verifier has been granted accreditation according to the provisions of Regulation (EC) No 765/2008 and this Regulation.
32018R2067,,Article 35,REQUIREMENTS FOR VERIFIERS,article,certificacao,low,0,\baccreditation\b,accreditation,The verifier shall only issue a verification report to an operator or aircraft operator that performs an activity that is covered by the scope of the activity referred to in Annex I for which the verifier has been granted accreditation according to the provisions of Regulation (EC) No 765/2008 and this Regulation.
32018R2067,,Article 35,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,verification (team|report|body),verification report,The verifier shall only issue a verification report to an operator or aircraft operator that performs an activity that is covered by the scope of the activity referred to in Annex I for which the verifier has been granted accreditation according to the provisions of Regulation (EC) No 765/2008 and this Regulation.
32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS auditor,"specific competence criteria for each function within the verifier undertaking verification activities, in particular for the EU ETS auditor, EU ETS lead auditor, independent reviewer and technical expert;"
32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,certificacao,low,0,\baccreditation\b,accreditation,"a process for assessing whether the verification engagement falls within the scope of the verifier's accreditation, and whether the verifier has the competence, personnel and resources required to select the verification team and successfully complete the verification activities within the timeframe required."
32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,verification (team|report|body),verification team,"a process for assessing whether the verification engagement falls within the scope of the verifier's accreditation, and whether the verifier has the competence, personnel and resources required to select the verification team and successfully complete the verification activities within the timeframe required."
32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,certificacao,low,0,\baccreditation\b,accreditation,The competence criteria referred to in point (b) of the first subparagraph shall be specific for each scope of accreditation in which these persons are carrying out verification activities.
32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,verification (team|report|body),verification team,The process referred to in point (e) of the first subparagraph shall also include a process for assessing whether the verification team holds all the competence and persons required to carry out verification activities for a specific operator or aircraft operator.
32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS auditor,6. A sufficiently competent evaluator shall assess the competence and performance of an EU ETS auditor and EU ETS lead auditor.
32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,reportar,low,0,\breport\b,report,"The competent evaluator shall monitor those auditors during the verification of the operator's or aircraft operator's report on the site of the installation or aircraft operator as appropriate, to determine whether they meet the competence criteria."
32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,auditor,"The competent evaluator shall monitor those auditors during the verification of the operator's or aircraft operator's report on the site of the installation or aircraft operator as appropriate, to determine whether they meet the competence criteria."
32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,verification (team|report|body),Verification team,Verification teams
32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,verification (team|report|body),verification team,"1. For each particular verification engagement, the verifier shall assemble a verification team capable of performing the verification activities referred to in Chapter II."
32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS lead auditor,"2. The verification team shall at least consist of an EU ETS lead auditor, and, where the verifier's conclusions during the assessment referred to in Article 8(1)(e) and the strategic analysis so require, a suitable number of EU ETS auditors and technical experts."
32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,verification (team|report|body),verification team,"3. For the independent review of the verification activities related to a particular verification engagement, the verifier shall appoint an independent reviewer who shall not be part of the verification team."
32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,reportar,low,0,\breport\b,report,5. The verification team shall include at least one person with the technical competence and understanding required to assess the specific technical monitoring and reporting aspects related to the activities referred to in Annex I that are carried out by the installation or aircraft operator. The verification team shall also include one person who is able to communicate in the language required for the verification of an operator's or aircraft operator's report in the Member State where the veri
32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,verification (team|report|body),verification team,5. The verification team shall include at least one person with the technical competence and understanding required to assess the specific technical monitoring and reporting aspects related to the activities referred to in Annex I that are carried out by the installation or aircraft operator. The verification team shall also include one person who is able to communicate in the language required for the verification of an operator's or aircraft operator's report in the Member State where the veri
32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,verification (team|report|body),verification team,"Where the verifier is carrying out verification of baseline data reports and new entrant data reports the verification team shall include in addition at least one person with the technical competence and understanding required to assess the specific technical aspects regarding the collection, monitoring and reporting of data relevant for free allocation."
32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS auditor,"6. Where the verification team consists of one person, this person shall meet all the competence requirements for the EU ETS auditor and EU ETS lead auditor and meet the requirements laid down in paragraphs 4 and 5."
32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS auditor,Competence requirements for EU ETS auditors and EU ETS lead auditors
32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS auditor,"1. An EU ETS auditor shall have the competence to perform the verification. To this end, the EU ETS auditor shall have at least:"
32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,reportar,low,0,\breport\b,report,"knowledge of Directive 2003/87/EC, Implementing Regulation (EU) 2018/2066, Regulation (EU) .../... in the case of verification of the baseline data report or new entrant data report, this Regulation, relevant standards, and other relevant legislation, applicable guidelines, as well as relevant guidelines and legislation issued by the Member State in which the verifier is carrying out a verification;"
32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,auditoria,low,0,\baudit\w*,auditing,"knowledge and experience of data and information auditing, including:"
32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,auditoria,low,0,\baudit\w*,auditing,"data and information auditing methodologies, including the application of the materiality level and assessing the materiality of misstatements;"
32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,reportar,low,0,\breport\b,report,the ability to perform the activities related to the verification of an operator's or aircraft operator's report as required by Chapter II;
32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS auditor,knowledge of and experience in the sector specific technical monitoring and reporting aspects that are relevant for the scope of activities referred to in Annex I in which the EU ETS auditor is carrying out verification.
32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS lead auditor,2. An EU ETS lead auditor shall meet the competence requirements for an EU ETS auditor and shall have demonstrated competence to lead a verification team and to be responsible for carrying out the verification activities in accordance with this Regulation.
32018R2067,,Article 39,REQUIREMENTS FOR VERIFIERS,article,reportar,low,0,\breport\b,report,1. The independent reviewer shall have the appropriate authority to review the draft verification report and internal verification documentation pursuant to Article 25.
32018R2067,,Article 39,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,verification (team|report|body),verification report,1. The independent reviewer shall have the appropriate authority to review the draft verification report and internal verification documentation pursuant to Article 25.
32018R2067,,Article 39,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS lead auditor,2. The independent reviewer shall meet the competence requirements of an EU ETS lead auditor referred to in Article 38(2).
32018R2067,,Article 39,REQUIREMENTS FOR VERIFIERS,article,reportar,low,0,\breport\b,report,"3. The independent reviewer shall have the necessary competence to analyse the information provided to confirm the completeness and integrity of the information, to challenge missing or contradictory information as well as to check data trails for the purposes of assessing whether the internal verification documentation is complete and provides sufficient information to support the draft verification report."
32018R2067,,Article 39,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,verification (team|report|body),verification report,"3. The independent reviewer shall have the necessary competence to analyse the information provided to confirm the completeness and integrity of the information, to challenge missing or contradictory information as well as to check data trails for the purposes of assessing whether the internal verification documentation is complete and provides sufficient information to support the draft verification report."
32018R2067,,Article 40,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS auditor,"1. When carrying out verification activities, a verifier may use technical experts to provide detailed knowledge and expertise on a specific subject matter needed to support the EU ETS auditor and EU ETS lead auditor in carrying out their verification activities."
32018R2067,,Article 40,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS auditor,"3. The technical expert shall have the competence and expertise required to support the EU ETS auditor and EU ETS lead auditor, or the independent reviewer, where necessary, effectively on the subject matter for which their knowledge and expertise is requested. In addition, the technical expert shall have a sufficient understanding of the issues described in points (a), (b) and (c) of Article 38(1)."
32018R2067,,Article 40,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS lead auditor,4. The technical expert shall undertake specified tasks under the direction and full responsibility of the EU ETS lead auditor of the verification team in which the technical expert is operating or the independent reviewer.
32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,reportar,low,0,\breport\b,report,"3. A verifier shall not carry out verification activities for an operator or aircraft operator that poses an unacceptable risk to its impartiality or that creates a conflict of interest for it. The verifier shall not use personnel or contracted persons in the verification of an operator's or aircraft operator's report that involves an actual or potential conflict of interest. The verifier shall also ensure that the activities of personnel or organisations do not affect the confidentiality, objec"
32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,reportar,low,0,\breport\b,report,"where a verifier or any part of the same legal entity provides consulting services to develop part of the monitoring and reporting process that is described in the monitoring plan approved by the competent authority or in the monitoring methodology plan, as applicable, including the development of the monitoring methodology, the drafting of the operator's or aircraft operator's report and the drafting of the monitoring plan or monitoring methodology plan;"
32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,reportar,low,0,\breport\b,report,"where a verifier or any part of the same legal entity provides technical assistance to develop or maintain the system implemented to monitor and report emissions, tonne-kilometre data or data relevant for free allocation."
32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,reportar,low,0,\breport\b,report,"5. A verifier shall not outsource the independent review or the issuance of the verification report. For the purposes of this Regulation, when outsourcing other verification activities, the verifier shall meet the relevant requirements laid down in the harmonised standard referred to in Annex II."
32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,verification (team|report|body),verification report,"5. A verifier shall not outsource the independent review or the issuance of the verification report. For the purposes of this Regulation, when outsourcing other verification activities, the verifier shall meet the relevant requirements laid down in the harmonised standard referred to in Annex II."
32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS lead auditor,"7. If the EU ETS lead auditor undertakes six annual verifications for a given aircraft operator, then the EU ETS lead auditor shall take a three consecutive year break from providing verification services to that same aircraft operator. The six years maximum period includes any greenhouse gas verifications performed for the aircraft operator starting after the entry into force of this regulation."
32018R2067,,Article 44,ACCREDITATION,article,certificacao,low,0,\baccreditation\b,Accreditation,Accreditation
32018R2067,,Article 44,ACCREDITATION,article,reportar,low,0,\breport\b,report,A verifier issuing a verification report to an operator or an aircraft operator shall be accredited for the scope of activities referred to in Annex I for which the verifier is carrying out the verification of an operator's or aircraft operator's report.
32018R2067,,Article 44,ACCREDITATION,article,certificacao,low,0,\baccredited\b,accredited,A verifier issuing a verification report to an operator or an aircraft operator shall be accredited for the scope of activities referred to in Annex I for which the verifier is carrying out the verification of an operator's or aircraft operator's report.
32018R2067,,Article 44,ACCREDITATION,article,auditoria,high,0,verification (team|report|body),verification report,A verifier issuing a verification report to an operator or an aircraft operator shall be accredited for the scope of activities referred to in Annex I for which the verifier is carrying out the verification of an operator's or aircraft operator's report.
